token,surprisal,token_id,model,condition,phenomenon,test_item,original_condition
Ġeats,6.0286694,4,text-davinci-002,grammatical,Order of Adverbs,TS 10,ungrammatical
Ġsushi,6.6079903,5,text-davinci-002,grammatical,Order of Adverbs,TS 10,ungrammatical
Jeff,9.617612,0,text-davinci-002,ungrammatical,Order of Adverbs,TS 10,ungrammatical
Ġno,11.879271,1,text-davinci-002,ungrammatical,Order of Adverbs,TS 10,ungrammatical
Ġlonger,2.3990798,2,text-davinci-002,ungrammatical,Order of Adverbs,TS 10,ungrammatical
Ġprobably,12.405775,3,text-davinci-002,ungrammatical,Order of Adverbs,TS 10,ungrammatical
Ġeats,7.3105583,4,text-davinci-002,ungrammatical,Order of Adverbs,TS 10,ungrammatical
Ġsushi,6.916153,5,text-davinci-002,ungrammatical,Order of Adverbs,TS 10,ungrammatical
The,3.6097894,0,text-davinci-002,grammatical,Plural Attraction,TS 1,grammatical
Ġkey,7.5069103,1,text-davinci-002,grammatical,Plural Attraction,TS 1,grammatical
Ġto,0.6264806,2,text-davinci-002,grammatical,Plural Attraction,TS 1,grammatical
Ġthe,2.4226692,3,text-davinci-002,grammatical,Plural Attraction,TS 1,grammatical
Ġcabinets,11.661956,4,text-davinci-002,grammatical,Plural Attraction,TS 1,grammatical
Ġprobably,9.92789,5,text-davinci-002,grammatical,Plural Attraction,TS 1,grammatical
Ġwas,2.713189,6,text-davinci-002,grammatical,Plural Attraction,TS 1,grammatical
Ġdestroyed,8.211937,7,text-davinci-002,grammatical,Plural Attraction,TS 1,grammatical
Ġby,2.3334813,8,text-davinci-002,grammatical,Plural Attraction,TS 1,grammatical
Ġthe,0.7746678,9,text-davinci-002,grammatical,Plural Attraction,TS 1,grammatical
Ġfire,1.5709105,10,text-davinci-002,grammatical,Plural Attraction,TS 1,grammatical
The,3.6097894,0,text-davinci-002,ungrammatical,Plural Attraction,TS 1,grammatical
Ġkey,7.5069103,1,text-davinci-002,ungrammatical,Plural Attraction,TS 1,grammatical
Ġto,0.6264806,2,text-davinci-002,ungrammatical,Plural Attraction,TS 1,grammatical
Ġthe,2.4226692,3,text-davinci-002,ungrammatical,Plural Attraction,TS 1,grammatical
Ġcabinets,11.661956,4,text-davinci-002,ungrammatical,Plural Attraction,TS 1,grammatical
Ġprobably,9.92789,5,text-davinci-002,ungrammatical,Plural Attraction,TS 1,grammatical
Ġwere,5.6497307,6,text-davinci-002,ungrammatical,Plural Attraction,TS 1,grammatical
Ġdestroyed,7.602432,7,text-davinci-002,ungrammatical,Plural Attraction,TS 1,grammatical
Ġby,2.4123147,8,text-davinci-002,ungrammatical,Plural Attraction,TS 1,grammatical
Ġthe,0.7475032,9,text-davinci-002,ungrammatical,Plural Attraction,TS 1,grammatical
Ġfire,1.6980271,10,text-davinci-002,ungrammatical,Plural Attraction,TS 1,grammatical
The,3.609791,0,text-davinci-002,grammatical,Plural Attraction,TS 2,grammatical
Ġpicture,7.701301,1,text-davinci-002,grammatical,Plural Attraction,TS 2,grammatical
Ġon,3.1163726,2,text-davinci-002,grammatical,Plural Attraction,TS 2,grammatical
Ġthe,0.2781177,3,text-davinci-002,grammatical,Plural Attraction,TS 2,grammatical
Ġfl,9.476501,4,text-davinci-002,grammatical,Plural Attraction,TS 2,grammatical
iers,4.2503543,5,text-davinci-002,grammatical,Plural Attraction,TS 2,grammatical
Ġdefinitely,8.826228,6,text-davinci-002,grammatical,Plural Attraction,TS 2,grammatical
Ġwas,3.964107,7,text-davinci-002,grammatical,Plural Attraction,TS 2,grammatical
Ġof,3.055762,8,text-davinci-002,grammatical,Plural Attraction,TS 2,grammatical
Ġa,1.18854,9,text-davinci-002,grammatical,Plural Attraction,TS 2,grammatical
Ġvillage,10.901071,10,text-davinci-002,grammatical,Plural Attraction,TS 2,grammatical
Ġchurch,4.5923076,11,text-davinci-002,grammatical,Plural Attraction,TS 2,grammatical
Ġin,3.2061186,12,text-davinci-002,grammatical,Plural Attraction,TS 2,grammatical
Ġthe,1.3348283,13,text-davinci-002,grammatical,Plural Attraction,TS 2,grammatical
Ġsouth,4.1532125,14,text-davinci-002,grammatical,Plural Attraction,TS 2,grammatical
Ġof,0.19514598,15,text-davinci-002,grammatical,Plural Attraction,TS 2,grammatical
ĠFrance,0.5996058,16,text-davinci-002,grammatical,Plural Attraction,TS 2,grammatical
The,3.609791,0,text-davinci-002,ungrammatical,Plural Attraction,TS 2,grammatical
Ġpicture,7.701301,1,text-davinci-002,ungrammatical,Plural Attraction,TS 2,grammatical
Ġon,3.1163726,2,text-davinci-002,ungrammatical,Plural Attraction,TS 2,grammatical
Ġthe,0.2781177,3,text-davinci-002,ungrammatical,Plural Attraction,TS 2,grammatical
Ġfl,9.476501,4,text-davinci-002,ungrammatical,Plural Attraction,TS 2,grammatical
iers,4.2503543,5,text-davinci-002,ungrammatical,Plural Attraction,TS 2,grammatical
Ġdefinitely,8.826228,6,text-davinci-002,ungrammatical,Plural Attraction,TS 2,grammatical
Ġwere,8.479986,7,text-davinci-002,ungrammatical,Plural Attraction,TS 2,grammatical
Ġof,2.474955,8,text-davinci-002,ungrammatical,Plural Attraction,TS 2,grammatical
Ġa,1.7096953,9,text-davinci-002,ungrammatical,Plural Attraction,TS 2,grammatical
Ġvillage,10.577746,10,text-davinci-002,ungrammatical,Plural Attraction,TS 2,grammatical
Ġchurch,5.056201,11,text-davinci-002,ungrammatical,Plural Attraction,TS 2,grammatical
Ġin,2.7813988,12,text-davinci-002,ungrammatical,Plural Attraction,TS 2,grammatical
Ġthe,1.3792253,13,text-davinci-002,ungrammatical,Plural Attraction,TS 2,grammatical
Ġsouth,4.258524,14,text-davinci-002,ungrammatical,Plural Attraction,TS 2,grammatical
Ġof,0.24305014,15,text-davinci-002,ungrammatical,Plural Attraction,TS 2,grammatical
ĠFrance,0.45660302,16,text-davinci-002,ungrammatical,Plural Attraction,TS 2,grammatical
The,3.6097894,0,text-davinci-002,grammatical,Plural Attraction,TS 3,grammatical
Ġlabel,9.719645,1,text-davinci-002,grammatical,Plural Attraction,TS 3,grammatical
Ġon,2.0688717,2,text-davinci-002,grammatical,Plural Attraction,TS 3,grammatical
Ġthe,0.82439244,3,text-davinci-002,grammatical,Plural Attraction,TS 3,grammatical
Ġcontainers,8.220139,4,text-davinci-002,grammatical,Plural Attraction,TS 3,grammatical
Ġprobably,8.915924,5,text-davinci-002,grammatical,Plural Attraction,TS 3,grammatical
Ġwas,6.930298,6,text-davinci-002,grammatical,Plural Attraction,TS 3,grammatical
Ġa,3.202822,7,text-davinci-002,grammatical,Plural Attraction,TS 3,grammatical
Ġwarning,2.6563208,8,text-davinci-002,grammatical,Plural Attraction,TS 3,grammatical
Ġabout,3.5482984,9,text-davinci-002,grammatical,Plural Attraction,TS 3,grammatical
Ġthe,1.2879293,10,text-davinci-002,grammatical,Plural Attraction,TS 3,grammatical
Ġhazardous,6.368885,11,text-davinci-002,grammatical,Plural Attraction,TS 3,grammatical
Ġchemicals,2.9441009,12,text-davinci-002,grammatical,Plural Attraction,TS 3,grammatical
Ġinside,1.5231245,13,text-davinci-002,grammatical,Plural Attraction,TS 3,grammatical
The,3.6097894,0,text-davinci-002,ungrammatical,Plural Attraction,TS 3,grammatical
Ġlabel,9.719645,1,text-davinci-002,ungrammatical,Plural Attraction,TS 3,grammatical
Ġon,2.0688717,2,text-davinci-002,ungrammatical,Plural Attraction,TS 3,grammatical
Ġthe,0.82439244,3,text-davinci-002,ungrammatical,Plural Attraction,TS 3,grammatical
Ġcontainers,8.220139,4,text-davinci-002,ungrammatical,Plural Attraction,TS 3,grammatical
Ġprobably,8.915924,5,text-davinci-002,ungrammatical,Plural Attraction,TS 3,grammatical
Ġwere,8.846679,6,text-davinci-002,ungrammatical,Plural Attraction,TS 3,grammatical
Ġa,4.0177727,7,text-davinci-002,ungrammatical,Plural Attraction,TS 3,grammatical
Ġwarning,3.519315,8,text-davinci-002,ungrammatical,Plural Attraction,TS 3,grammatical
Ġabout,3.9706607,9,text-davinci-002,ungrammatical,Plural Attraction,TS 3,grammatical
Ġthe,1.3103094,10,text-davinci-002,ungrammatical,Plural Attraction,TS 3,grammatical
Ġhazardous,6.410501,11,text-davinci-002,ungrammatical,Plural Attraction,TS 3,grammatical
Ġchemicals,2.6706886,12,text-davinci-002,ungrammatical,Plural Attraction,TS 3,grammatical
Ġinside,1.5425168,13,text-davinci-002,ungrammatical,Plural Attraction,TS 3,grammatical
The,3.609791,0,text-davinci-002,grammatical,Plural Attraction,TS 4,grammatical
Ġcrime,9.70562,1,text-davinci-002,grammatical,Plural Attraction,TS 4,grammatical
Ġin,4.0133133,2,text-davinci-002,grammatical,Plural Attraction,TS 4,grammatical
Ġthe,1.6352292,3,text-davinci-002,grammatical,Plural Attraction,TS 4,grammatical
Ġsuburbs,6.9723763,4,text-davinci-002,grammatical,Plural Attraction,TS 4,grammatical
Ġdoubt,14.140106,5,text-davinci-002,grammatical,Plural Attraction,TS 4,grammatical
lessly,0.28605983,6,text-davinci-002,grammatical,Plural Attraction,TS 4,grammatical
Ġwas,4.602502,7,text-davinci-002,grammatical,Plural Attraction,TS 4,grammatical
Ġa,1.8719385,8,text-davinci-002,grammatical,Plural Attraction,TS 4,grammatical
Ġreflection,5.423536,9,text-davinci-002,grammatical,Plural Attraction,TS 4,grammatical
Ġof,0.060176637,10,text-davinci-002,grammatical,Plural Attraction,TS 4,grammatical
Ġthe,0.6001195,11,text-davinci-002,grammatical,Plural Attraction,TS 4,grammatical
Ġviolence,3.7649941,12,text-davinci-002,grammatical,Plural Attraction,TS 4,grammatical
Ġin,0.97544295,13,text-davinci-002,grammatical,Plural Attraction,TS 4,grammatical
Ġtoday,9.441201,14,text-davinci-002,grammatical,Plural Attraction,TS 4,grammatical
's,0.2519767,15,text-davinci-002,grammatical,Plural Attraction,TS 4,grammatical
Ġsociety,0.63094807,16,text-davinci-002,grammatical,Plural Attraction,TS 4,grammatical
The,3.609791,0,text-davinci-002,ungrammatical,Plural Attraction,TS 4,grammatical
Ġcrime,9.70562,1,text-davinci-002,ungrammatical,Plural Attraction,TS 4,grammatical
Ġin,4.0133133,2,text-davinci-002,ungrammatical,Plural Attraction,TS 4,grammatical
Ġthe,1.6352292,3,text-davinci-002,ungrammatical,Plural Attraction,TS 4,grammatical
Ġsuburbs,6.9723763,4,text-davinci-002,ungrammatical,Plural Attraction,TS 4,grammatical
Ġdoubt,14.140106,5,text-davinci-002,ungrammatical,Plural Attraction,TS 4,grammatical
lessly,0.28605983,6,text-davinci-002,ungrammatical,Plural Attraction,TS 4,grammatical
Ġwere,10.105378,7,text-davinci-002,ungrammatical,Plural Attraction,TS 4,grammatical
Ġa,2.9711204,8,text-davinci-002,ungrammatical,Plural Attraction,TS 4,grammatical
Ġreflection,4.6995077,9,text-davinci-002,ungrammatical,Plural Attraction,TS 4,grammatical
Ġof,0.07890796,10,text-davinci-002,ungrammatical,Plural Attraction,TS 4,grammatical
Ġthe,0.6025809,11,text-davinci-002,ungrammatical,Plural Attraction,TS 4,grammatical
Ġviolence,4.1129766,12,text-davinci-002,ungrammatical,Plural Attraction,TS 4,grammatical
Ġin,0.9388943,13,text-davinci-002,ungrammatical,Plural Attraction,TS 4,grammatical
Ġtoday,9.384531,14,text-davinci-002,ungrammatical,Plural Attraction,TS 4,grammatical
's,0.41801947,15,text-davinci-002,ungrammatical,Plural Attraction,TS 4,grammatical
Ġsociety,0.5984758,16,text-davinci-002,ungrammatical,Plural Attraction,TS 4,grammatical
The,3.6097894,0,text-davinci-002,grammatical,Plural Attraction,TS 5,grammatical
Ġentrance,8.978518,1,text-davinci-002,grammatical,Plural Attraction,TS 5,grammatical
Ġto,0.4636294,2,text-davinci-002,grammatical,Plural Attraction,TS 5,grammatical
Ġthe,0.6396431,3,text-davinci-002,grammatical,Plural Attraction,TS 5,grammatical
Ġexhibits,9.756558,4,text-davinci-002,grammatical,Plural Attraction,TS 5,grammatical
Ġevidently,14.205325,5,text-davinci-002,grammatical,Plural Attraction,TS 5,grammatical
Ġwas,2.0542042,6,text-davinci-002,grammatical,Plural Attraction,TS 5,grammatical
Ġhard,7.247001,7,text-davinci-002,grammatical,Plural Attraction,TS 5,grammatical
Ġto,0.0934431,8,text-davinci-002,grammatical,Plural Attraction,TS 5,grammatical
Ġlocate,3.346436,9,text-davinci-002,grammatical,Plural Attraction,TS 5,grammatical
Ġon,4.7124066,10,text-davinci-002,grammatical,Plural Attraction,TS 5,grammatical
Ġthe,0.78201395,11,text-davinci-002,grammatical,Plural Attraction,TS 5,grammatical
Ġdiagram,9.291765,12,text-davinci-002,grammatical,Plural Attraction,TS 5,grammatical
The,3.6097894,0,text-davinci-002,ungrammatical,Plural Attraction,TS 5,grammatical
Ġentrance,8.978518,1,text-davinci-002,ungrammatical,Plural Attraction,TS 5,grammatical
Ġto,0.4636294,2,text-davinci-002,ungrammatical,Plural Attraction,TS 5,grammatical
Ġthe,0.6396431,3,text-davinci-002,ungrammatical,Plural Attraction,TS 5,grammatical
Ġexhibits,9.756558,4,text-davinci-002,ungrammatical,Plural Attraction,TS 5,grammatical
Ġevidently,14.205325,5,text-davinci-002,ungrammatical,Plural Attraction,TS 5,grammatical
Ġwere,5.9739637,6,text-davinci-002,ungrammatical,Plural Attraction,TS 5,grammatical
Ġhard,6.352106,7,text-davinci-002,ungrammatical,Plural Attraction,TS 5,grammatical
Ġto,0.11859224,8,text-davinci-002,ungrammatical,Plural Attraction,TS 5,grammatical
Ġlocate,3.2454214,9,text-davinci-002,ungrammatical,Plural Attraction,TS 5,grammatical
Ġon,4.7784185,10,text-davinci-002,ungrammatical,Plural Attraction,TS 5,grammatical
Ġthe,0.7468677,11,text-davinci-002,ungrammatical,Plural Attraction,TS 5,grammatical
Ġdiagram,9.590418,12,text-davinci-002,ungrammatical,Plural Attraction,TS 5,grammatical
The,3.6097894,0,text-davinci-002,grammatical,Plural Attraction,TS 6,ungrammatical
Ġslogan,11.425192,1,text-davinci-002,grammatical,Plural Attraction,TS 6,ungrammatical
Ġon,2.7506118,2,text-davinci-002,grammatical,Plural Attraction,TS 6,ungrammatical
Ġthe,0.6563351,3,text-davinci-002,grammatical,Plural Attraction,TS 6,ungrammatical
Ġposters,5.2420545,4,text-davinci-002,grammatical,Plural Attraction,TS 6,ungrammatical
Ġunsurprisingly,15.692558,5,text-davinci-002,grammatical,Plural Attraction,TS 6,ungrammatical
Ġwas,4.18309,6,text-davinci-002,grammatical,Plural Attraction,TS 6,ungrammatical
Ġdesigned,7.668039,7,text-davinci-002,grammatical,Plural Attraction,TS 6,ungrammatical
Ġto,0.2288692,8,text-davinci-002,grammatical,Plural Attraction,TS 6,ungrammatical
Ġget,3.5150056,9,text-davinci-002,grammatical,Plural Attraction,TS 6,ungrammatical
Ġattention,2.308421,10,text-davinci-002,grammatical,Plural Attraction,TS 6,ungrammatical
The,3.6097894,0,text-davinci-002,ungrammatical,Plural Attraction,TS 6,ungrammatical
Ġslogan,11.425192,1,text-davinci-002,ungrammatical,Plural Attraction,TS 6,ungrammatical
Ġon,2.7506118,2,text-davinci-002,ungrammatical,Plural Attraction,TS 6,ungrammatical
Ġthe,0.6563351,3,text-davinci-002,ungrammatical,Plural Attraction,TS 6,ungrammatical
Ġposters,5.2420545,4,text-davinci-002,ungrammatical,Plural Attraction,TS 6,ungrammatical
Ġunsurprisingly,15.692558,5,text-davinci-002,ungrammatical,Plural Attraction,TS 6,ungrammatical
Ġwere,9.025253,6,text-davinci-002,ungrammatical,Plural Attraction,TS 6,ungrammatical
Ġdesigned,6.5067964,7,text-davinci-002,ungrammatical,Plural Attraction,TS 6,ungrammatical
Ġto,0.30099344,8,text-davinci-002,ungrammatical,Plural Attraction,TS 6,ungrammatical
Ġget,3.691712,9,text-davinci-002,ungrammatical,Plural Attraction,TS 6,ungrammatical
Ġattention,2.8615596,10,text-davinci-002,ungrammatical,Plural Attraction,TS 6,ungrammatical
The,3.6097894,0,text-davinci-002,grammatical,Plural Attraction,TS 7,ungrammatical
Ġmistake,11.715914,1,text-davinci-002,grammatical,Plural Attraction,TS 7,ungrammatical
Ġin,3.5222409,2,text-davinci-002,grammatical,Plural Attraction,TS 7,ungrammatical
Ġthe,1.1238852,3,text-davinci-002,grammatical,Plural Attraction,TS 7,ungrammatical
Ġprograms,11.820659,4,text-davinci-002,grammatical,Plural Attraction,TS 7,ungrammatical
Ġcertainly,9.643275,5,text-davinci-002,grammatical,Plural Attraction,TS 7,ungrammatical
Ġwas,2.8789744,6,text-davinci-002,grammatical,Plural Attraction,TS 7,ungrammatical
Ġdisastrous,7.2984104,7,text-davinci-002,grammatical,Plural Attraction,TS 7,ungrammatical
Ġfor,2.2319436,8,text-davinci-002,grammatical,Plural Attraction,TS 7,ungrammatical
Ġthe,0.81886554,9,text-davinci-002,grammatical,Plural Attraction,TS 7,ungrammatical
Ġsmall,6.8123503,10,text-davinci-002,grammatical,Plural Attraction,TS 7,ungrammatical
Ġsoftware,6.5048084,11,text-davinci-002,grammatical,Plural Attraction,TS 7,ungrammatical
Ġcompany,0.5648949,12,text-davinci-002,grammatical,Plural Attraction,TS 7,ungrammatical
The,3.6097894,0,text-davinci-002,ungrammatical,Plural Attraction,TS 7,ungrammatical
Ġmistake,11.715914,1,text-davinci-002,ungrammatical,Plural Attraction,TS 7,ungrammatical
Ġin,3.5222409,2,text-davinci-002,ungrammatical,Plural Attraction,TS 7,ungrammatical
Ġthe,1.1238852,3,text-davinci-002,ungrammatical,Plural Attraction,TS 7,ungrammatical
Ġprograms,11.820659,4,text-davinci-002,ungrammatical,Plural Attraction,TS 7,ungrammatical
Ġcertainly,9.643275,5,text-davinci-002,ungrammatical,Plural Attraction,TS 7,ungrammatical
Ġwere,6.3154335,6,text-davinci-002,ungrammatical,Plural Attraction,TS 7,ungrammatical
Ġdisastrous,7.1223097,7,text-davinci-002,ungrammatical,Plural Attraction,TS 7,ungrammatical
Ġfor,2.2743514,8,text-davinci-002,ungrammatical,Plural Attraction,TS 7,ungrammatical
Ġthe,0.83059895,9,text-davinci-002,ungrammatical,Plural Attraction,TS 7,ungrammatical
Ġsmall,6.735805,10,text-davinci-002,ungrammatical,Plural Attraction,TS 7,ungrammatical
Ġsoftware,6.8904595,11,text-davinci-002,ungrammatical,Plural Attraction,TS 7,ungrammatical
Ġcompany,0.9352654,12,text-davinci-002,ungrammatical,Plural Attraction,TS 7,ungrammatical
The,3.6097894,0,text-davinci-002,grammatical,Plural Attraction,TS 8,ungrammatical
Ġproblem,6.602768,1,text-davinci-002,grammatical,Plural Attraction,TS 8,ungrammatical
Ġin,4.766445,2,text-davinci-002,grammatical,Plural Attraction,TS 8,ungrammatical
Ġthe,1.6248951,3,text-davinci-002,grammatical,Plural Attraction,TS 8,ungrammatical
Ġstores,10.433685,4,text-davinci-002,grammatical,Plural Attraction,TS 8,ungrammatical
Ġultimately,12.327621,5,text-davinci-002,grammatical,Plural Attraction,TS 8,ungrammatical
Ġwas,3.6692238,6,text-davinci-002,grammatical,Plural Attraction,TS 8,ungrammatical
Ġsolved,5.065419,7,text-davinci-002,grammatical,Plural Attraction,TS 8,ungrammatical
Ġby,0.776376,8,text-davinci-002,grammatical,Plural Attraction,TS 8,ungrammatical
Ġfiring,7.059738,9,text-davinci-002,grammatical,Plural Attraction,TS 8,ungrammatical
Ġthe,1.0774075,10,text-davinci-002,grammatical,Plural Attraction,TS 8,ungrammatical
Ġcustod,10.448733,11,text-davinci-002,grammatical,Plural Attraction,TS 8,ungrammatical
ian,0.7684619,12,text-davinci-002,grammatical,Plural Attraction,TS 8,ungrammatical
The,3.6097894,0,text-davinci-002,ungrammatical,Plural Attraction,TS 8,ungrammatical
Ġproblem,6.602768,1,text-davinci-002,ungrammatical,Plural Attraction,TS 8,ungrammatical
Ġin,4.766445,2,text-davinci-002,ungrammatical,Plural Attraction,TS 8,ungrammatical
Ġthe,1.6248951,3,text-davinci-002,ungrammatical,Plural Attraction,TS 8,ungrammatical
Ġstores,10.433685,4,text-davinci-002,ungrammatical,Plural Attraction,TS 8,ungrammatical
Ġultimately,12.327621,5,text-davinci-002,ungrammatical,Plural Attraction,TS 8,ungrammatical
Ġwere,8.3594055,6,text-davinci-002,ungrammatical,Plural Attraction,TS 8,ungrammatical
Ġsolved,5.267306,7,text-davinci-002,ungrammatical,Plural Attraction,TS 8,ungrammatical
Ġby,1.0578516,8,text-davinci-002,ungrammatical,Plural Attraction,TS 8,ungrammatical
Ġfiring,6.6021385,9,text-davinci-002,ungrammatical,Plural Attraction,TS 8,ungrammatical
Ġthe,0.9914854,10,text-davinci-002,ungrammatical,Plural Attraction,TS 8,ungrammatical
Ġcustod,10.974865,11,text-davinci-002,ungrammatical,Plural Attraction,TS 8,ungrammatical
ian,0.9815773,12,text-davinci-002,ungrammatical,Plural Attraction,TS 8,ungrammatical
The,3.6097894,0,text-davinci-002,grammatical,Plural Attraction,TS 9,ungrammatical
Ġdefect,12.61832,1,text-davinci-002,grammatical,Plural Attraction,TS 9,ungrammatical
Ġin,1.592002,2,text-davinci-002,grammatical,Plural Attraction,TS 9,ungrammatical
Ġthe,0.6817339,3,text-davinci-002,grammatical,Plural Attraction,TS 9,ungrammatical
Ġappliances,12.3904085,4,text-davinci-002,grammatical,Plural Attraction,TS 9,ungrammatical
Ġlikely,9.023723,5,text-davinci-002,grammatical,Plural Attraction,TS 9,ungrammatical
Ġwas,4.017988,6,text-davinci-002,grammatical,Plural Attraction,TS 9,ungrammatical
Ġunknown,6.696955,7,text-davinci-002,grammatical,Plural Attraction,TS 9,ungrammatical
Ġto,0.27373332,8,text-davinci-002,grammatical,Plural Attraction,TS 9,ungrammatical
Ġconsumers,2.7180276,9,text-davinci-002,grammatical,Plural Attraction,TS 9,ungrammatical
Ġand,2.231493,10,text-davinci-002,grammatical,Plural Attraction,TS 9,ungrammatical
Ġgovernment,7.0592365,11,text-davinci-002,grammatical,Plural Attraction,TS 9,ungrammatical
Ġregulators,0.8880526,12,text-davinci-002,grammatical,Plural Attraction,TS 9,ungrammatical
The,3.6097894,0,text-davinci-002,ungrammatical,Plural Attraction,TS 9,ungrammatical
Ġdefect,12.61832,1,text-davinci-002,ungrammatical,Plural Attraction,TS 9,ungrammatical
Ġin,1.592002,2,text-davinci-002,ungrammatical,Plural Attraction,TS 9,ungrammatical
Ġthe,0.6817339,3,text-davinci-002,ungrammatical,Plural Attraction,TS 9,ungrammatical
Ġappliances,12.3904085,4,text-davinci-002,ungrammatical,Plural Attraction,TS 9,ungrammatical
Ġlikely,9.023723,5,text-davinci-002,ungrammatical,Plural Attraction,TS 9,ungrammatical
Ġwere,7.9181495,6,text-davinci-002,ungrammatical,Plural Attraction,TS 9,ungrammatical
Ġunknown,7.5479994,7,text-davinci-002,ungrammatical,Plural Attraction,TS 9,ungrammatical
Ġto,0.29135415,8,text-davinci-002,ungrammatical,Plural Attraction,TS 9,ungrammatical
Ġconsumers,2.7030623,9,text-davinci-002,ungrammatical,Plural Attraction,TS 9,ungrammatical
Ġand,2.2854042,10,text-davinci-002,ungrammatical,Plural Attraction,TS 9,ungrammatical
Ġgovernment,6.80934,11,text-davinci-002,ungrammatical,Plural Attraction,TS 9,ungrammatical
Ġregulators,0.9609522,12,text-davinci-002,ungrammatical,Plural Attraction,TS 9,ungrammatical
The,3.6097894,0,text-davinci-002,grammatical,Plural Attraction,TS 10,ungrammatical
Ġdoor,9.851314,1,text-davinci-002,grammatical,Plural Attraction,TS 10,ungrammatical
Ġto,1.8753214,2,text-davinci-002,grammatical,Plural Attraction,TS 10,ungrammatical
Ġthe,0.94745666,3,text-davinci-002,grammatical,Plural Attraction,TS 10,ungrammatical
Ġlaboratories,11.31972,4,text-davinci-002,grammatical,Plural Attraction,TS 10,ungrammatical
Ġaccidentally,11.035319,5,text-davinci-002,grammatical,Plural Attraction,TS 10,ungrammatical
Ġwas,5.100379,6,text-davinci-002,grammatical,Plural Attraction,TS 10,ungrammatical
Ġleft,0.29866663,7,text-davinci-002,grammatical,Plural Attraction,TS 10,ungrammatical
Ġunlocked,1.3772186,8,text-davinci-002,grammatical,Plural Attraction,TS 10,ungrammatical
Ġby,3.6685576,9,text-davinci-002,grammatical,Plural Attraction,TS 10,ungrammatical
Ġthe,1.9477348,10,text-davinci-002,grammatical,Plural Attraction,TS 10,ungrammatical
Ġcleaning,3.6152449,11,text-davinci-002,grammatical,Plural Attraction,TS 10,ungrammatical
Ġservice,5.4680643,12,text-davinci-002,grammatical,Plural Attraction,TS 10,ungrammatical
The,3.6097894,0,text-davinci-002,ungrammatical,Plural Attraction,TS 10,ungrammatical
Ġdoor,9.851314,1,text-davinci-002,ungrammatical,Plural Attraction,TS 10,ungrammatical
Ġto,1.8753214,2,text-davinci-002,ungrammatical,Plural Attraction,TS 10,ungrammatical
Ġthe,0.94745666,3,text-davinci-002,ungrammatical,Plural Attraction,TS 10,ungrammatical
Ġlaboratories,11.31972,4,text-davinci-002,ungrammatical,Plural Attraction,TS 10,ungrammatical
Ġaccidentally,11.035319,5,text-davinci-002,ungrammatical,Plural Attraction,TS 10,ungrammatical
Ġwere,8.828238,6,text-davinci-002,ungrammatical,Plural Attraction,TS 10,ungrammatical
Ġleft,0.8282009,7,text-davinci-002,ungrammatical,Plural Attraction,TS 10,ungrammatical
Ġunlocked,1.9508114,8,text-davinci-002,ungrammatical,Plural Attraction,TS 10,ungrammatical
Ġby,3.1961575,9,text-davinci-002,ungrammatical,Plural Attraction,TS 10,ungrammatical
Ġthe,1.4334798,10,text-davinci-002,ungrammatical,Plural Attraction,TS 10,ungrammatical
Ġcleaning,3.493495,11,text-davinci-002,ungrammatical,Plural Attraction,TS 10,ungrammatical
Ġservice,5.4631557,12,text-davinci-002,ungrammatical,Plural Attraction,TS 10,ungrammatical
The,3.6097894,0,text-davinci-002,grammatical,Plural Attraction control,TS 1,
Ġkeys,10.118422,1,text-davinci-002,grammatical,Plural Attraction control,TS 1,
Ġto,0.61219734,2,text-davinci-002,grammatical,Plural Attraction control,TS 1,
Ġthe,1.8278488,3,text-davinci-002,grammatical,Plural Attraction control,TS 1,
Ġcabinet,8.762329,4,text-davinci-002,grammatical,Plural Attraction control,TS 1,
Ġprobably,9.8748455,5,text-davinci-002,grammatical,Plural Attraction control,TS 1,
Ġwere,2.8245397,6,text-davinci-002,grammatical,Plural Attraction control,TS 1,
Ġdestroyed,7.1049995,7,text-davinci-002,grammatical,Plural Attraction control,TS 1,
Ġby,2.647954,8,text-davinci-002,grammatical,Plural Attraction control,TS 1,
Ġthe,0.93390167,9,text-davinci-002,grammatical,Plural Attraction control,TS 1,
Ġfire,1.3987252,10,text-davinci-002,grammatical,Plural Attraction control,TS 1,
The,3.6097894,0,text-davinci-002,ungrammatical,Plural Attraction control,TS 1,
Ġkeys,10.118422,1,text-davinci-002,ungrammatical,Plural Attraction control,TS 1,
Ġto,0.61219734,2,text-davinci-002,ungrammatical,Plural Attraction control,TS 1,
Ġthe,1.8278488,3,text-davinci-002,ungrammatical,Plural Attraction control,TS 1,
Ġcabinet,8.762329,4,text-davinci-002,ungrammatical,Plural Attraction control,TS 1,
Ġprobably,9.8748455,5,text-davinci-002,ungrammatical,Plural Attraction control,TS 1,
Ġwas,7.3976,6,text-davinci-002,ungrammatical,Plural Attraction control,TS 1,
Ġdestroyed,8.48063,7,text-davinci-002,ungrammatical,Plural Attraction control,TS 1,
Ġby,2.0071175,8,text-davinci-002,ungrammatical,Plural Attraction control,TS 1,
Ġthe,0.92696166,9,text-davinci-002,ungrammatical,Plural Attraction control,TS 1,
Ġfire,1.8704201,10,text-davinci-002,ungrammatical,Plural Attraction control,TS 1,
The,3.609791,0,text-davinci-002,grammatical,Plural Attraction control,TS 2,
